method,target,target_type,stage_type,stage_index,n_datasets,mean_bias,rmse,mean_absolute_error,mean_scaled_absolute_error,sd_scaled_absolute_error,median_scaled_absolute_error,q25_scaled_absolute_error,q75_scaled_absolute_error,scaled_error_iqr,coverage_rate,mean_interval_width,mean_simulator_calls,mean_runtime_seconds
ABC-SMC,sigma_eta,parameter,smc_population,2,10,0.04172333516673503,0.04183085941400758,0.04172333516673503,0.09271852259274449,0.0070210742454213495,0.09421118862969324,0.08755684148282011,0.09795416913005435,0.010397327647234236,1.0,0.31988816868958175,7121.6,55.002443620003035
ABC-SMC,long_run_log_variance,derived,smc_population,2,10,-0.7091874141961625,0.7136913033216931,0.7091874141961625,0.07091874141961632,0.008438330523916564,0.07152131366517345,0.06573341855047522,0.0779828723206372,0.012249453770161983,1.0,7.640463474843775,7121.6,55.002443620003035
ABC-SMC,half_life_days,derived,smc_population,2,10,-3.6948542486770166,3.7446327859244892,3.6948542486770166,0.27342136275210877,0.04746860165561331,0.2811320738421884,0.26225367196491384,0.3086340684807611,0.046380396515847244,1.0,24.319756862358496,7121.6,55.002443620003035
ABC-SMC,stationary_log_volatility_variance,derived,smc_population,2,10,-0.14240263053914526,0.14322728507823698,0.14240263053914526,0.15426951641740738,0.017525835225163752,0.15662688489575008,0.14006319466198067,0.16593283343315765,0.025869638771176984,1.0,1.0886797459746629,7121.6,55.002443620003035
ABC-SMC,alpha,parameter,smc_population,3,10,-0.3316748794998713,0.3318252627499817,0.3316748794998713,0.23691062821419373,0.007520919722317396,0.23414941590580907,0.23132225089614997,0.2445422471308688,0.01321999623471884,1.0,1.2013210046873148,13205.8,55.002443620003035
ABC-SMC,beta,parameter,smc_population,3,10,-0.027093538648563863,0.027128668221970784,0.027093538648563863,0.18183582985613328,0.009763769308760557,0.18235466102263384,0.1738315228208475,0.18579711670758972,0.011965593886742232,1.0,0.11243672904914441,13205.8,55.002443620003035
ABC-SMC,sigma_eta,parameter,smc_population,3,10,0.03217417252944322,0.03251080225523376,0.03217417252944322,0.07149816117654048,0.010930604227424645,0.07030491808780681,0.06433023593859452,0.08138442861134723,0.01705419267275271,1.0,0.3121516232476388,13205.8,55.002443620003035
ABC-SMC,long_run_log_variance,derived,smc_population,3,10,-0.9137564209640054,0.9186457568445658,0.9137564209640054,0.09137564209640062,0.009977324132238018,0.09089630589134633,0.08365424611809316,0.09863464676720657,0.014980400649113407,1.0,7.362649097376814,13205.8,55.002443620003035
ABC-SMC,half_life_days,derived,smc_population,3,10,-2.706389942917578,2.7263854133272654,2.706389942917578,0.200274429389491,0.025709318465893177,0.20502864752423633,0.18628058359664001,0.2114462200024596,0.02516563640581959,1.0,25.17477070860154,13205.8,55.002443620003035
ABC-SMC,stationary_log_volatility_variance,derived,smc_population,3,10,-0.1230984375182127,0.12382056716117416,0.1230984375182127,0.13335664064473046,0.015248449886945976,0.13043508025756967,0.1275523148038216,0.1452774999796426,0.017725185175821,1.0,0.9746444566344208,13205.8,55.002443620003035
ABC-SMC,alpha,parameter,smc_population,4,10,-0.28862581224528167,0.2891508108746129,0.28862581224528167,0.20616129446091552,0.013113232986708764,0.20974834440836224,0.20541280945294071,0.2138389400791997,0.008426130626258993,1.0,1.2162331431604492,25259.0,55.002443620003035
ABC-SMC,beta,parameter,smc_population,4,10,-0.022271602378804344,0.022343551918517796,0.022271602378804344,0.14947384146848552,0.012674991783816284,0.15242802901381158,0.14546821838265556,0.15805336176843798,0.012585143385782427,1.0,0.11387867908169466,25259.0,55.002443620003035
ABC-SMC,sigma_eta,parameter,smc_population,4,10,0.019011562886454503,0.01927652320487132,0.019011562886454503,0.04224791752545445,0.007460852925615044,0.04108941554355236,0.038867256236255324,0.04679725502448452,0.007929998788229198,1.0,0.3119704214485909,25259.0,55.002443620003035
ABC-SMC,long_run_log_variance,derived,smc_population,4,10,-1.053098409059237,1.0570919800562981,1.053098409059237,0.10530984090592381,0.009676543882702896,0.10341283765034684,0.09698189486375926,0.11340970804486414,0.01642781318110488,1.0,7.187940928902125,25259.0,55.002443620003035
ABC-SMC,half_life_days,derived,smc_population,4,10,-1.5825478806944173,1.706038263055464,1.5825478806944173,0.11710946333400378,0.04970900341874763,0.1308767493020187,0.08862051001930965,0.150477512745972,0.061857002726662336,1.0,32.30464773080256,25259.0,55.002443620003035
ABC-SMC,stationary_log_volatility_variance,derived,smc_population,4,10,-0.1374454182423645,0.13788280788091925,0.1374454182423645,0.14889920309589494,0.012531425173969638,0.15022787211748906,0.14700611249322257,0.15715591539318208,0.010149802899959509,1.0,0.8707378306633518,25259.0,55.002443620003035
