beta_regime,sigma_eta_regime,method,target,target_type,n_datasets,mean_bias,rmse,mean_absolute_error,mean_scaled_absolute_error,sd_scaled_absolute_error,median_scaled_absolute_error,q25_scaled_absolute_error,q75_scaled_absolute_error,scaled_error_iqr,coverage_rate,mean_interval_width,mean_simulator_calls,mean_runtime_seconds
0.95,0.3,Manual ABC,stationary_log_volatility_variance,derived,5,0.042801629061410204,0.17211996335364216,0.10549008575361563,0.11428092623308364,0.1647286775724585,0.016432904340613938,0.01136006702206332,0.15334833253410912,0.1419882655120458,1.0,1.015977376745925,10000.0,
0.95,0.3,Auto ABC,alpha,parameter,5,-0.1850014052789736,0.3342373609687234,0.24935079960829848,0.17810771400592748,0.17774593518781273,0.07390619372828695,0.04684780203126278,0.293372389510819,0.24652458747955625,0.8,0.9145164472053118,10000.0,
0.95,0.3,Auto ABC,beta,parameter,5,-0.01872463319072106,0.031097023291109846,0.0218988650108634,0.14697224839505635,0.1656686241086186,0.05157186684649323,0.045899503389455275,0.2298717796120487,0.1839722762225934,0.8,0.08367517161671423,10000.0,
0.95,0.3,Auto ABC,sigma_eta,parameter,5,0.06595855711914637,0.06851045470363099,0.06595855711914637,0.1465745713758808,0.04602409101164319,0.14014021758073017,0.10841409934674923,0.17906681788144832,0.0706527185346991,1.0,0.28814338146751034,10000.0,
0.95,0.3,Auto ABC,long_run_log_variance,derived,5,-0.03555546617589407,0.5246584003060949,0.41826611402379577,0.041826611402379574,0.03541184386458567,0.02759062786936344,0.0235090393063782,0.06808703409261199,0.044577994786233796,1.0,9.785490336482802,10000.0,
0.95,0.3,Auto ABC,half_life_days,derived,5,-0.04436172180112408,5.391900273666525,4.7935183601778295,0.3547231458145795,0.20425317193798037,0.3600277203364222,0.2732599493900017,0.5349871272178521,0.26172717782785043,0.8,26.566318261691787,10000.0,
0.95,0.3,Auto ABC,stationary_log_volatility_variance,derived,5,0.3802881360209291,0.5542211643194997,0.43830073738215425,0.4748257988306673,0.41083472867512366,0.48081958476134756,0.15711746201998475,0.6061819464131795,0.4490644843931947,1.0,2.8629073793848288,10000.0,
0.95,0.3,Wasserstein ABC,alpha,parameter,5,-0.4928857292045228,0.49289604894876166,0.4928857292045228,0.3520612351460878,0.002547134222237615,0.3521280827666273,0.351188074737563,0.35377489394706046,0.0025868192094974374,1.0,1.2223545872444967,10000.0,
0.95,0.3,Wasserstein ABC,beta,parameter,5,-0.04964067630903357,0.049647039945051756,0.04964067630903357,0.3331589014029098,0.005964433000875867,0.3324407773299556,0.32809343976606714,0.3389024568209192,0.010809017054852044,1.0,0.12233354979336883,10000.0,
0.95,0.3,Wasserstein ABC,sigma_eta,parameter,5,-0.025468525527111707,0.02569600785721381,0.025468525527111707,0.05659672339358157,0.008476192975817122,0.051917277349420185,0.051294675362622985,0.058455056715475254,0.007160381352852269,1.0,0.42856817668080105,10000.0,
0.95,0.3,Wasserstein ABC,long_run_log_variance,derived,5,0.01816772809754035,0.060526581599771416,0.05455588301997345,0.005455588301997345,0.0029307053503908414,0.006254558239190721,0.002842480491417554,0.007910399506782361,0.005067919015364807,1.0,1.1790050871007172,10000.0,
0.95,0.3,Wasserstein ABC,half_life_days,derived,5,-5.1250063254848355,5.127005598503696,5.1250063254848355,0.3792534479889125,0.011844882105262146,0.37520294752254546,0.37399082736526995,0.3901451131488901,0.01615428578362016,1.0,22.732572573381248,10000.0,
0.95,0.3,Wasserstein ABC,stationary_log_volatility_variance,derived,5,-0.3567989259588703,0.3569898825460602,0.3567989259588703,0.38653216978877636,0.01414064768998798,0.382816926063479,0.3784516651568039,0.38809141379630685,0.009639748639502954,1.0,2.0454224045491056,10000.0,
