seed,N,epsilon,accepted,alpha_mean,alpha_abs_error,beta_mean,beta_abs_error,sigma_eta_mean,sigma_eta_abs_error
5,1000,0.2,1,-0.7509914323423884,0.2509914323423884,0.9257645006685322,0.024235499331467736,0.432910747260703,0.132910747260703
5,1000,0.1,0,,,,,,
5,2000,2.0,929,-1.0487633625451906,0.5487633625451906,0.9323004964620426,0.01769950353795735,0.24059101525889479,0.0594089847411052
5,2000,1.0,107,-0.9916309237867708,0.49163092378677076,0.9033405832365703,0.04665941676342966,0.335664101505107,0.035664101505107015
5,2000,0.5,6,-0.8590738811528844,0.3590738811528844,0.9126028876068188,0.03739711239318111,0.35866666677995407,0.05866666677995408
5,2000,0.2,1,-0.7509914323423884,0.2509914323423884,0.9257645006685322,0.024235499331467736,0.432910747260703,0.132910747260703
5,2000,0.1,0,,,,,,
5,5000,2.0,2320,-1.0432968620920766,0.5432968620920766,0.9327723674960525,0.017227632503947432,0.23685020034477397,0.06314979965522602
5,5000,1.0,303,-0.9783055348272648,0.4783055348272648,0.9049454069045623,0.04505459309543769,0.3418392508514497,0.04183925085144974
5,5000,0.5,19,-0.9094850141046354,0.40948501410463545,0.9077826180956103,0.04221738190438962,0.3679530738984418,0.0679530738984418
5,5000,0.2,3,-0.8939600215460666,0.3939600215460666,0.909186019307355,0.04081398069264497,0.3832889337394762,0.08328893373947621
5,5000,0.1,0,,,,,,
5,10000,2.0,4564,-1.0407467363793106,0.5407467363793106,0.9332832874136997,0.016716712586300253,0.236935513119633,0.06306448688036698
5,10000,1.0,551,-0.9633753014999652,0.4633753014999652,0.9066209154259749,0.04337908457402506,0.33938697203383345,0.039386972033833456
5,10000,0.5,39,-0.8807499918131081,0.3807499918131081,0.9108512937405359,0.039148706259464094,0.35599146224832656,0.05599146224832657
5,10000,0.2,4,-0.7876954184068241,0.2876954184068241,0.9200764010121214,0.029923598987878552,0.35591205632069634,0.055912056320696346
5,10000,0.1,0,,,,,,
5,20000,2.0,9059,-1.0407211881681786,0.5407211881681786,0.9331118178947633,0.016888182105236682,0.23943634080677229,0.060563659193227704
5,20000,1.0,1107,-0.9708158555774977,0.4708158555774977,0.906103730293547,0.043896269706452995,0.33953399540813556,0.03953399540813557
5,20000,0.5,71,-0.8757604888257826,0.3757604888257826,0.9113976404133106,0.03860235958668934,0.35253342785327674,0.05253342785327675
5,20000,0.2,6,-0.8596622130618231,0.3596622130618231,0.9130105497876922,0.036989450212307706,0.34795577315547277,0.04795577315547278
5,20000,0.1,0,,,,,,
6,1000,2.0,450,-1.0080418376640456,0.5080418376640456,0.9337945735981429,0.01620542640185707,0.2331761012927564,0.06682389870724359
