dataset,block_length,permutation,manual_distance,auto_distance,wasserstein_distance,squared_acf_1,squared_acf_5
synthetic,20,86,0.987724651083425,1.5986871593996628,0.0,0.1995814964501258,0.11741854471678073
synthetic,20,87,0.9624000527452253,1.6876842622663701,0.0,0.201165674649323,0.11867232574941988
synthetic,20,88,0.804982643994043,1.4855533546388997,0.0,0.20393624952502484,0.12703646639453586
synthetic,20,89,0.9219008778737289,1.7674922734805014,0.0,0.23993670568286707,0.12217911872725622
synthetic,20,90,1.045878209439197,3.5491522493058576,0.0,0.19951558817107362,0.11425178779024421
synthetic,20,91,0.9305365565299888,3.6036831153596443,0.0,0.20143682498391607,0.12038751280320999
synthetic,20,92,1.1058744628930703,3.7295484697164074,0.0,0.1997329483615827,0.11096687018413681
synthetic,20,93,0.5365779628853801,1.290475208895453,0.0,0.20262798666175444,0.14186932057169896
synthetic,20,94,0.7280138751220301,3.3731827526308966,0.0,0.20640042810280276,0.1310528792765651
synthetic,20,95,0.99956388649811,3.6350530556230107,0.0,0.20274803507053635,0.11653827978465485
synthetic,20,96,0.8249261886693336,3.4291926624250437,0.0,0.20848216303487652,0.12569444008409783
synthetic,20,97,0.8690186781990592,2.9881708671815397,0.0,0.20806652433176823,0.12332673321436258
synthetic,20,98,0.6325814663022923,1.5472822138865336,0.0,0.20910989486208742,0.13607565578160305
synthetic,20,99,0.5432612515400016,0.561134834043332,0.0,0.20512387178719127,0.14122364552889985
synthetic,20,100,0.6211141658085824,3.450904560452439,0.0,0.20834632962853616,0.13673732515192735
synthetic,100,1,0.08769829841677718,0.034274084641181646,0.0,0.2143552609165289,0.1653282182086456
synthetic,100,2,0.059117252424679585,0.030776122105902966,0.0,0.2150332459018239,0.16686152442929192
synthetic,100,3,0.07230169936324686,0.027705312668852303,0.0,0.2162952988071651,0.16622253560831302
synthetic,100,4,0.025567645196752913,0.037164246082603616,0.0,0.21445478057842024,0.16869041511886973
synthetic,100,5,0.057935450526563015,0.029883740775801006,0.0,0.2148158762147503,0.16692470205175752
synthetic,100,6,0.09786638609586494,0.3035194845568143,0.0,0.21446266127666774,0.16477608425452855
synthetic,100,7,0.11406869202456098,0.0994373925775592,0.0,0.21448887842167055,0.1639010663957973
synthetic,100,8,0.10451682720042713,0.1673903964052311,0.0,0.21534065982624012,0.16441736399929957
synthetic,100,9,0.09963757670192235,0.022116063922215677,0.0,0.21623337341570747,0.17537409952712013
synthetic,100,10,0.13985922095368955,0.18705259157909931,0.0,0.21536899378140079,0.16251060089386685
synthetic,100,11,0.06618616430498846,0.027213142747257415,0.0,0.21581562032944862,0.1665136884657933
synthetic,100,12,0.1303403964851887,0.05085628482003393,0.0,0.21514467192242615,0.16302094089349375
synthetic,100,13,0.03321273491055776,0.06322247557327268,0.0,0.21535427276322694,0.17182300122273036
synthetic,100,14,0.13637040758985577,0.09792385260586925,0.0,0.21488505303897926,0.16269448443859974
synthetic,100,15,0.09046967638003378,0.021409916484809402,0.0,0.21462774297244466,0.1651719859707569
synthetic,100,16,0.1292147515455092,0.09127989745679223,0.0,0.21496324367864753,0.1630804736232614
synthetic,100,17,0.1345730863210501,0.16238281128388538,0.0,0.21560360810892934,0.16280133836868563
synthetic,100,18,0.11689736406404994,0.11092751423878712,0.0,0.21555344586978029,0.16375451317846812
synthetic,100,19,0.12519381223591092,0.1122467108878321,0.0,0.21430112614114966,0.16330476310181574
synthetic,100,20,0.039845077345967386,0.022035389935215196,0.0,0.21453872586307365,0.16790855757119835
synthetic,100,21,0.1335618817788325,0.18124583043054596,0.0,0.21485994305384679,0.16284596917253338
synthetic,100,22,0.10301638115416423,0.08264106614605261,0.0,0.21478416970253988,0.16449355725886491
synthetic,100,23,0.12754117240064075,0.0962993651346435,0.0,0.21535882829731937,0.16317511531999973
synthetic,100,24,0.0791512838969031,0.06229714640524236,0.0,0.2145456167505705,0.1657843917791926
synthetic,100,25,0.0807482866667019,0.11932297926185327,0.0,0.21549112191989606,0.16570584412853634
synthetic,100,26,0.08496554432009101,0.026562433478004306,0.0,0.21478979971263787,0.16546705246741691
synthetic,100,27,0.07883952113141873,0.04346881392977459,0.0,0.21480949012421208,0.1657973225208676
synthetic,100,28,0.09404271108219923,0.15939951407225703,0.0,0.21424775583917877,0.16498909899111922
synthetic,100,29,0.13260689025675268,0.14506987830343995,0.0,0.2144691224469525,0.16290110799001578
synthetic,100,30,0.04055373167175836,0.034114039982912965,0.0,0.21519447840891479,0.16786765525499175
synthetic,100,31,0.07697144917630355,0.08541750499410859,0.0,0.21509689045531366,0.16589921259532722
synthetic,100,32,0.03847666240315331,0.004584576824276112,0.0,0.21502221830919208,0.1679749074822687
synthetic,100,33,0.08293375090452694,0.05711020974724371,0.0,0.2150837640980642,0.16557740640842242
synthetic,100,34,0.08293819051406624,0.06458569246193806,0.0,0.21474563279188139,0.16557675846590533
synthetic,100,35,0.1500057818741023,0.20734895085596494,0.0,0.21510488131826236,0.16195991504047988
synthetic,100,36,0.07477578385645907,0.03689040898077154,0.0,0.2154873910677835,0.16602871568595073
synthetic,100,37,0.10336586743092782,0.09400127451476772,0.0,0.21475876019554632,0.1644748718129426
synthetic,100,38,0.09201249806847596,0.13013355611771676,0.0,0.21489153361310656,0.16508666398115274
synthetic,100,39,0.07778146672105675,0.06082414095086141,0.0,0.21474832553936,0.1658548764840364
synthetic,100,40,0.12521156492636204,0.0978060687393004,0.0,0.21459369832913872,0.16329821312820336
synthetic,100,41,0.08776047957420505,0.06522471119203763,0.0,0.21521591913620156,0.16531908264998632
synthetic,100,42,0.08438169783516228,0.02572391294769883,0.0,0.21520320349751287,0.1655011697541657
synthetic,100,43,0.10933520842651535,0.09154138941909429,0.0,0.2153121997365909,0.16415669253292053
synthetic,100,44,0.04280086825832532,0.024576732335503445,0.0,0.21494885277053186,0.16774077597192952
synthetic,100,45,0.07968988463379371,0.03440920838085508,0.0,0.21464661259297682,0.16575329027963928
synthetic,100,46,0.14077207567326822,0.05961083356295757,0.0,0.21465005834464493,0.1624582489745532
synthetic,100,47,0.11407277605436994,0.08772180470753775,0.0,0.2150898777183811,0.16389785222421524
synthetic,100,48,0.07147082675488116,0.05900877583022178,0.0,0.2147503253921651,0.16619524756070353
synthetic,100,49,0.10817836847397311,0.09896027604896121,0.0,0.2149167243749107,0.16421486356730397
synthetic,100,50,0.12429398248162053,0.1578582642905618,0.0,0.214377733183977,0.16335151419328336
synthetic,100,51,0.0864549440802099,0.035956099921747336,0.0,0.2147779839081152,0.16538680605572312
synthetic,100,52,0.1249482825797271,0.0978060687393004,0.0,0.21448494663833934,0.16331407129444905
synthetic,100,53,0.03372513825321005,0.0317316715082408,0.0,0.21492327167621555,0.16823010634394725
synthetic,100,54,0.11083097534676331,0.09928806395883252,0.0,0.21506327168379508,0.1640724740104326
synthetic,100,55,0.1025673265819871,0.10641652568574567,0.0,0.21524021757772654,0.1645205333128396
synthetic,100,56,0.024541967979533286,0.031080451683722823,0.0,0.21497780925245497,0.16872601588280942
synthetic,100,57,0.059205232823934924,0.036735985591946074,0.0,0.21503948208783413,0.1668568573638888
synthetic,100,58,0.05948381031970536,0.031119770065410682,0.0,0.2151829641420038,0.16684460069096438
synthetic,100,59,0.09390033116449109,0.12231368121633368,0.0,0.21603906533327058,0.1650220922920768
synthetic,100,60,0.0786629462582093,0.04061351480169345,0.0,0.21508947952082927,0.1658078624904356
synthetic,100,61,0.09180535543238777,0.045692208295436645,0.0,0.21573265293963767,0.16511820734368207
synthetic,100,62,0.10188384119575182,0.09287284794301445,0.0,0.21450913181657397,0.1645582267713565
synthetic,100,63,0.12659366524773003,0.16644807978900916,0.0,0.21497048169225014,0.1632218499645026
synthetic,100,64,0.05232958441829466,0.018029320785785816,0.0,0.21462836381320052,0.16723037554542883
synthetic,100,65,0.07669157727069069,0.0543107634762394,0.0,0.21702534332590395,0.17402397072142772
synthetic,100,66,0.0672875919561106,0.012193132530824026,0.0,0.21629755316790733,0.17359888122080486
synthetic,100,67,0.028318420334308956,0.033407664141694854,0.0,0.2154304306801594,0.16854876446839137
synthetic,100,68,0.06740395406183199,0.028733456760852823,0.0,0.21411443221104987,0.16643801464759528
synthetic,100,69,0.07166640098784412,0.09142537912802742,0.0,0.2148947355510052,0.16618390979322809
synthetic,100,70,0.08170203164807298,0.03628060238553994,0.0,0.21530850588538822,0.1656482555702817
synthetic,100,71,0.1356758034538764,0.16042012622349577,0.0,0.21558596755709744,0.16274130391835703
synthetic,100,72,0.0656021497425606,0.07290657276928038,0.0,0.21514017829577173,0.1665133747486273
synthetic,100,73,0.08746087245595086,0.0626400243580237,0.0,0.21473671783029766,0.16533290094750194
synthetic,100,74,0.09497155818882438,0.09029873488892287,0.0,0.2153126308853136,0.16493196093969612
synthetic,100,75,0.09522267183997829,0.1523352880729973,0.0,0.21432469951731362,0.1649226846369288
synthetic,100,76,0.11313024701386046,0.10626877417059849,0.0,0.21463352611483277,0.16394942520270706
synthetic,100,77,0.09854403653660028,0.09064289747675074,0.0,0.2154935695741448,0.16474409551956698
synthetic,100,78,0.10513110518316122,0.05522220851674845,0.0,0.21519349529359721,0.16438143503843383
synthetic,100,79,0.04541109721775981,0.018168578153826203,0.0,0.21429467239257888,0.1676211484360724
synthetic,100,80,0.13350803876141898,0.10796065285702501,0.0,0.21487964623241979,0.16284885233662355
synthetic,100,81,0.12192048980672593,0.17222787761806685,0.0,0.21456235245861177,0.1634761862084877
synthetic,100,82,0.12676262915255976,0.09501525566036127,0.0,0.21487536153355372,0.1632126296758677
synthetic,100,83,0.07081495353364547,0.014854757549673208,0.0,0.21469486407330815,0.16623134948170293
synthetic,100,84,0.08612496803067897,0.06532228723029988,0.0,0.21463396387189196,0.16540629694736783
synthetic,100,85,0.10558881673597324,0.05077912970490945,0.0,0.21551954687758224,0.16436433297583797
synthetic,100,86,0.13039698430625601,0.1055298626911187,0.0,0.21414458811587891,0.16302817350683485
synthetic,100,87,0.07955408133125405,0.0676295598270558,0.0,0.21572995274689286,0.16578190883210148
synthetic,100,88,0.06623927908000234,0.02505045058585291,0.0,0.2148064884698086,0.16647691128479497
synthetic,100,89,0.0520170712766942,0.02815455987647623,0.0,0.2159429440439551,0.16730033899623778
synthetic,100,90,0.08421594213906754,0.03440920838085508,0.0,0.21470696432908523,0.1655082548002104
synthetic,100,91,0.07343182554387277,0.014854757549673208,0.0,0.21463489237718178,0.16609117625231454
synthetic,100,92,0.13287357813454595,0.09398723543049531,0.0,0.21543840771858502,0.16288897007834527
synthetic,100,93,0.12776673361248495,0.10360992009613133,0.0,0.21461689833559966,0.16316009489308775
synthetic,100,94,0.08506340632946442,0.025990429657674348,0.0,0.21464051192483022,0.16546346630170894
synthetic,100,95,0.042037125853666875,0.03869546054837013,0.0,0.2160191777273122,0.17223435626138833
synthetic,100,96,0.038984923700692044,0.04482214133121192,0.0,0.215431608817985,0.16796610816071805
synthetic,100,97,0.07321926894626019,0.06267594878200308,0.0,0.21456293931785533,0.16610420384646776
synthetic,100,98,0.10532806676127209,0.08664197513446494,0.0,0.21495697991458235,0.16436866143601087
synthetic,100,99,0.09956421817149622,0.10641652568574567,0.0,0.21548485726908423,0.16468870148446232
synthetic,100,100,0.10192199649169283,0.1013303200886681,0.0,0.21440392689770713,0.16455858804010803
sp500,1,1,7.214459193225758,4.052444845290271,0.0,0.017129568108950617,-0.0005384592802151258
sp500,1,2,7.464916407389081,4.052444845290271,0.0,-0.0042712433771731236,-0.008071124931166428
sp500,1,3,7.3613014652416275,3.9504244346782285,0.0,-0.006479630539866094,0.00073524895012098
sp500,1,4,7.398390093910239,4.0529164138861535,0.0,-0.005799935513728743,-0.0023765084022321667
sp500,1,5,7.25527526147243,4.052444845290271,0.0,-0.018222000934585036,0.015177457735592424
sp500,1,6,7.293296031350924,4.052444845290271,0.0,0.0033484635881155583,0.0006612101745762763
sp500,1,7,7.373092059348203,4.052444845290271,0.0,-0.0036588425034844063,-0.0016148173242855155
sp500,1,8,7.563864740558745,4.052444845290271,0.0,-0.009959295145843696,-0.012441445033680101
sp500,1,9,7.517464809005602,4.052444845290271,0.0,-0.01639487731118226,-0.005681240536265123
sp500,1,10,7.498397565466477,3.5733777631456087,0.0,-0.007052595728368318,-0.009113350420085355
sp500,1,11,7.329760697306901,4.052444845290271,0.0,0.008626056678144353,-0.004691435266292661
sp500,1,12,7.212942552268927,4.052444845290271,0.0,-0.012425789506725165,0.015167626017792651
sp500,1,13,7.42107355906943,4.052444845290271,0.0,-0.004299186168866634,-0.00483010347017421
sp500,1,14,6.416192625701852,4.148550557953789,0.0,0.1579908435218309,-0.004477079939127687
sp500,1,15,7.407431434907574,4.052444845290271,0.0,0.005737577525308489,-0.00890472281020589
sp500,1,16,7.437089779997654,4.052444845290271,0.0,-0.013289834724012062,-0.0013228910231582772
sp500,1,17,7.187588866919231,4.052444845290271,0.0,0.0425294176841421,-0.010685901375418767
sp500,1,18,7.646678142878535,4.052444845290271,0.0,-0.0028066094270183775,-0.022015874524399258
sp500,1,19,7.457966054667486,4.052444845290271,0.0,-0.008040346137080163,-0.005624835133603739
sp500,1,20,7.169286322338646,4.0529164138861535,0.0,-0.009030440815939858,0.016613407904584567
sp500,1,21,7.364049294347816,4.052444845290271,0.0,-0.010490162808135193,0.0026563303671934746
sp500,1,22,7.2504881196805036,4.052444845290271,0.0,0.03257822054821632,-0.010548698084558446
sp500,1,23,7.150710997688537,4.052444845290271,0.0,-0.01471505874687322,0.021263316650381347
sp500,1,24,7.08779981350665,4.052444845290271,0.0,0.022108634505792642,0.006202588812116179
sp500,1,25,7.272596366255264,4.052444845290271,0.0,0.014891334754908595,-0.0036511153281023776
sp500,1,26,7.559732581832639,4.052444845290271,0.0,-0.014934638009092156,-0.009582985205568571
sp500,1,27,7.552750334174837,4.052444845290271,0.0,-0.003944749244980104,-0.014656137856865566
sp500,1,28,7.114880137123335,4.052444845290271,0.0,-0.0020784663558176095,0.01691039850278901
sp500,1,29,7.192392811164609,4.052444845290271,0.0,-0.010111063459092465,0.015448239523608746
sp500,1,30,7.377417968114004,4.052444845290271,0.0,0.003057799568888708,-0.005373170733449804
sp500,1,31,7.517425775999709,4.052444845290271,0.0,-0.00956028336239779,-0.009230494352835185
sp500,1,32,7.391198250558296,3.783990693144397,0.0,0.010396962120836498,-0.01002647878255866
sp500,1,33,7.448623766708545,4.052444845290271,0.0,-0.0014646755831017374,-0.008300310961349873
sp500,1,34,7.548116043263303,4.052444845290271,0.0,-0.003308547046777866,-0.014635773293516528
sp500,1,35,7.332176137414977,4.052444845290271,0.0,0.015315025191999707,-0.00816868771611804
sp500,1,36,7.497552377584151,4.052444845290271,0.0,-0.011474521537252482,-0.00677453892518483
sp500,1,37,7.0412320262045505,4.052444845290271,0.0,0.0006667934057641047,0.021003900818881885
sp500,1,38,7.511739375591289,4.052444845290271,0.0,-0.006559973560017917,-0.010344023447820443
sp500,1,39,7.370623527495841,4.052444845290271,0.0,0.013012467364826676,-0.009819053576966174
sp500,1,40,7.5857522682167104,4.052444845290271,0.0,-0.0002170967878734467,-0.01888493903926152
sp500,1,41,7.313138230876945,4.052444845290271,0.0,-0.003026919832012413,0.0025066734026908963
sp500,1,42,7.381257724201132,4.052444845290271,0.0,-0.00432810810362742,-0.0018720853104647298
sp500,1,43,7.272793121936291,4.052444845290271,0.0,-0.004017812562192835,0.0060437564598846095
sp500,1,44,7.436125361403208,4.052444845290271,0.0,-0.0094984739736993,-0.003247775027600682
sp500,1,45,7.365358254774711,4.052444845290271,0.0,0.007315947964870635,-0.006630081966104264
sp500,1,46,7.582125999398469,3.850433699131627,0.0,-0.011203762357030736,-0.013148985731495132
sp500,1,47,7.491907499401741,4.0529164138861535,0.0,-0.00808906998569848,-0.00810513214144392
sp500,1,48,7.455685885452816,3.7114204986568344,0.0,-0.010229605852445924,-0.0043184020202305115
sp500,1,49,7.205435431423852,4.052444845290271,0.0,0.012491837949724627,0.0024504181555708173
sp500,1,50,7.299089388909151,4.021340926771435,0.0,0.0014677459309867132,0.0012044885232419223
sp500,1,51,7.539721121017791,4.052444845290271,0.0,-0.010848878858907151,-0.010212067639935532
sp500,1,52,7.2192719414795645,3.7967198249046596,0.0,-0.014567679173234678,0.015884436358434985
sp500,1,53,7.559463082679277,4.052444845290271,0.0,0.0013282353845575554,-0.017742275058307402
sp500,1,54,7.4853572347268065,4.025833399110188,0.0,-0.0022175402623662976,-0.010607132006297586
sp500,1,55,7.324134950970397,4.052444845290271,0.0,-0.0002641526631565955,0.00024862450463020413
sp500,1,56,7.267105425070894,3.9774935485837166,0.0,0.00035132252532231836,0.00415905880105294
sp500,1,57,7.461353512001386,4.029703629838625,0.0,-0.005213510064296941,-0.007328499777537501
sp500,1,58,7.640250151775472,4.052444845290271,0.0,-0.013227496036510088,-0.016383890595236126
sp500,1,59,7.268862359518598,4.052444845290271,0.0,-0.0007712636106903997,0.004618084349126401
sp500,1,60,7.645661528331962,4.052444845290271,0.0,-0.013188687195088547,-0.01679960710263909
sp500,1,61,7.45837927771154,4.052444845290271,0.0,-0.0002625616924752547,-0.009619292718637179
sp500,1,62,7.437005234778874,4.052444845290271,0.0,-0.0009138486258844446,-0.007728076761528451
sp500,1,63,6.78325524339787,4.125812051916905,0.0,0.11537415549033217,-0.013241236450215844
sp500,1,64,7.34554472766353,4.0529164138861535,0.0,0.0024507059172945403,-0.0027268297769618257
sp500,1,65,6.735477633896004,4.052444845290271,0.0,0.013574370573412582,0.03723623905929794
sp500,1,66,7.3642364499762465,4.052444845290271,0.0,0.010656762946854645,-0.00820376918382612
sp500,1,67,6.981232618662495,4.052444845290271,0.0,0.05930786709714916,-0.0038029997381755524
sp500,1,68,7.408882760675377,4.052444845290271,0.0,-0.0009541196929116416,-0.005645024967571685
sp500,1,69,7.435016889898881,4.052444845290271,0.0,0.0048481155320875225,-0.010467144615659677
sp500,1,70,7.493223177704684,4.052444845290271,0.0,-0.014962716511883982,-0.004628846580702079
sp500,1,71,7.285902970521767,3.9504244346782285,0.0,-0.011126387079173567,0.008890581412078935
sp500,1,72,7.24487691948278,4.052444845290271,0.0,0.013462563804530184,-0.0009234080636124234
sp500,1,73,7.455868375456441,4.052444845290271,0.0,-0.017434063856611785,-0.0005195723118969467
sp500,1,74,7.368641185779569,4.052444845290271,0.0,-0.005263466625210697,-0.00044875089798986344
sp500,1,75,7.35377333093489,4.052444845290271,0.0,0.006263027288578584,-0.005258964698955157
sp500,1,76,7.196527015115213,4.052444845290271,0.0,-0.0011599922226112136,0.010238483471444924
sp500,1,77,7.397225617089539,4.052444845290271,0.0,0.004576050896857141,-0.007583107754051842
sp500,1,78,7.422229900345306,4.0529164138861535,0.0,-0.00071377919058045,-0.006746683457917556
sp500,1,79,7.565310877458976,4.052444845290271,0.0,-0.010191875629850662,-0.012429330912348048
sp500,1,80,5.9021299183604805,3.884524788982224,0.0,-0.006462711510828321,0.12324528204626624
sp500,1,81,7.340752457261929,4.052444845290271,0.0,-0.01471519904617741,0.006695035054863678
sp500,1,82,7.091687382338763,4.052444845290271,0.0,0.008210483137359437,0.0130965935124585
sp500,1,83,7.419819971834633,4.052444845290271,0.0,-0.001009631680570046,-0.006419712068435541
sp500,1,84,7.431261343916948,4.052444845290271,0.0,0.0048592697568345215,-0.010200025787474882
sp500,1,85,7.349269680412909,4.052444845290271,0.0,-0.005020043227508431,0.0008640186917663804
sp500,1,86,7.444054406850336,4.052444845290271,0.0,-0.002119959366167667,-0.007633592311916724
sp500,1,87,7.335513794736041,4.052444845290271,0.0,0.006752955390341879,-0.004171654091937393
sp500,1,88,7.440696813482828,4.052444845290271,0.0,-0.0075856086331356565,-0.00458277699149686
sp500,1,89,7.452387827092027,4.052444845290271,0.0,-0.004611986776046792,-0.006976445605319447
sp500,1,90,7.396821145272664,4.052444845290271,0.0,-0.002213267914244383,-0.004113852741956434
sp500,1,91,6.977723917310105,4.052444845290271,0.0,-0.002413375244183666,0.027621739559452487
sp500,1,92,7.190274644473978,4.052444845290271,0.0,0.013050906146339167,0.003278675992929067
sp500,1,93,7.359739276385447,4.029703629838625,0.0,-0.010518629606820505,0.002994895358347933
sp500,1,94,7.380494947162991,4.052444845290271,0.0,0.005093407751222854,-0.006622229316174013
sp500,1,95,7.415278359093361,3.9504244346782285,0.0,-0.010564626972279693,-0.0011358707571930944
sp500,1,96,7.481614221082164,4.052444845290271,0.0,-0.0030780333605282535,-0.00989999216744375
sp500,1,97,6.824171874858672,4.052444845290271,0.0,0.03577751179134449,0.01859353341174885
sp500,1,98,7.417326764738195,4.052444845290271,0.0,-0.003072261003215282,-0.005183899336555002
sp500,1,99,7.522303398795939,4.052444845290271,0.0,-5.879103230259161e-05,-0.014372852702509775
sp500,1,100,6.8685802918289935,4.052444845290271,0.0,0.04056898238871403,0.012960973824243058
sp500,5,1,5.786150750477036,3.1294448092154274,0.0,0.2886631719243357,-0.00017912155745749308
sp500,5,2,5.712116130582157,3.089164443471643,0.0,0.30542181278379593,0.001101964000746451
sp500,5,3,5.845964024874978,3.1137510926569356,0.0,0.2846342326810298,-0.00290454795898764
sp500,5,4,5.560115266850476,3.1059927118790123,0.0,0.29474982935309846,0.011864830213651902
sp500,5,5,5.7667654122305505,3.186615081143837,0.0,0.28284502130907907,0.0020810082540209697
sp500,5,6,5.565095774761046,3.1074855157281407,0.0,0.29156291302202514,0.0121857703615302
sp500,5,7,5.072898572181548,3.050487304870275,0.0,0.2977648570119269,0.03983479824956164
sp500,5,8,5.805826123278972,3.1485388329371515,0.0,0.28507627180265277,-0.0006424161499344621
sp500,5,9,5.891057830370756,3.0955816760256782,0.0,0.28936060503325906,-0.00642790733940263
sp500,5,10,5.87858743407373,3.1787220752320176,0.0,0.28534431138269645,-0.004946907140123765
sp500,5,11,4.979663895349469,3.06667238513712,0.0,0.28455997487686113,0.04824272448951499
sp500,5,12,5.850293790391741,3.173182109980222,0.0,0.2865156661035798,-0.003517147531900139
sp500,5,13,5.785486732209632,3.160089947537562,0.0,0.28432998982766056,0.0006927524415640143
sp500,5,14,6.011573972089481,3.182807422687085,0.0,0.2867826333578257,-0.01297148741939087
sp500,5,15,5.775724420485784,2.8796426216055506,0.0,0.2828147597138401,0.0015618171799512692
sp500,5,16,5.908495513836108,3.1294448092154274,0.0,0.28969480734809355,-0.007505150003392632
sp500,5,17,5.872089044221928,3.2246892158687808,0.0,0.2847914045953476,-0.004461770564160902
sp500,5,18,6.052585901854698,3.230662151910113,0.0,0.2838407484482436,-0.014816428103916071
sp500,5,19,4.422163062802636,2.832555002215219,0.0,0.3013735891791435,0.07764483987128205
sp500,5,20,5.3780237950496685,3.141155416643587,0.0,0.28965289603145056,0.023541192072854773
sp500,5,21,5.770155895230846,3.2649268717359563,0.0,0.2851732167173822,0.0014259881494358975
sp500,5,22,5.506984108288673,3.1121660070987827,0.0,0.3064513582948153,0.012811236656036444
sp500,5,23,6.012047187740152,3.2594326477052076,0.0,0.2843115884613394,-0.012540837651615282
sp500,5,24,5.297381182561953,2.528841314559721,0.0,0.30230267353530665,0.02577350682667798
sp500,5,25,5.886594833807447,3.189553011070604,0.0,0.28188685375994943,-0.004750160974178926
sp500,5,26,6.025711755592748,3.2591201882773073,0.0,0.2851458299892231,-0.013492672476301683
sp500,5,27,6.022516981242507,3.1880593369485233,0.0,0.28265602837371995,-0.012840798741098064
sp500,5,28,6.0294068618443095,3.2018759892849675,0.0,0.2819651501690599,-0.013112474371841659
sp500,5,29,5.485489993685949,3.095092840731764,0.0,0.2915238674975576,0.016855555919356974
sp500,5,30,5.816011742828026,3.005078894550094,0.0,0.28458563451242047,-0.0011433747506196948
sp500,5,31,5.7742737130525565,3.1534720686698496,0.0,0.28910533169872404,0.00043054329801179973
sp500,5,32,5.987364190592038,2.831722322481848,0.0,0.2812970845724523,-0.010529735908642248
sp500,5,33,5.975898908051392,3.200015464163391,0.0,0.2843950439163379,-0.010448033646308025
sp500,5,34,5.978072201210987,3.1955472815142314,0.0,0.2828433916320067,-0.010281692244028353
sp500,5,35,5.584567991716327,3.0943946222561554,0.0,0.29652095838353787,0.01010406055345908
sp500,5,36,5.886360040835622,2.834200717667665,0.0,0.28441506922502185,-0.005223740689051221
sp500,5,37,5.881676575726273,3.1880593369485233,0.0,0.2824904061288589,-0.004579460767221225
sp500,5,38,5.734125691464246,3.1290231478348525,0.0,0.2880801399534421,0.0029716628143033235
sp500,5,39,5.9642964937835785,3.14728134144002,0.0,0.2871607701152751,-0.010287624352409935
sp500,5,40,5.9709061879540055,3.187690224448303,0.0,0.2821499307375673,-0.009731071219014065
sp500,5,41,5.800918351978002,3.1826501067383637,0.0,0.2849695683531997,-0.000334665320362467
sp500,5,42,5.809126316484303,3.16351464619878,0.0,0.28654073112682554,-0.0011170109763841344
sp500,5,43,6.180044350448152,3.225282767163886,0.0,0.28031225401294,-0.021589128590456808
sp500,5,44,5.981057666339846,3.2018759892849675,0.0,0.28403601706721565,-0.010681473304762056
sp500,5,45,5.435705446639378,3.11018086315569,0.0,0.30430865562566106,0.017337360782218147
sp500,5,46,5.044871697015705,3.033489323569233,0.0,0.2893276357177134,0.04328848625083568
sp500,5,47,5.8556869872167425,3.1010037558127332,0.0,0.2892822385621261,-0.004352140533087849
sp500,5,48,5.884078644804896,3.0578815538496578,0.0,0.28222321170316195,-0.00466821355487825
sp500,5,49,5.78040402244819,3.1880593369485233,0.0,0.28462224708661676,0.0009333506395184238
sp500,5,50,5.89220410472639,3.165088243717019,0.0,0.28205962399330387,-0.005111949469830911
sp500,5,51,5.926724092736267,3.1250029812603444,0.0,0.2850315559182622,-0.00769830364462673
sp500,5,52,5.801158900859344,3.1850480880176315,0.0,0.2834047200114886,-4.423894960091997e-05
sp500,5,53,5.787660658789497,3.2310181727244136,0.0,0.28374387556647435,0.0006799366213755301
sp500,5,54,5.625312764393641,3.1608245867081615,0.0,0.28266363087233193,0.010422027241058729
sp500,5,55,5.737766716788214,3.1468595545667895,0.0,0.2820341353764266,0.003943027041770691
sp500,5,56,5.597022454662221,3.04699485163398,0.0,0.3032392095599151,0.008154552026936704
sp500,5,57,5.802503872601537,2.9713700953535596,0.0,0.29022840207934775,-0.001427963710931763
sp500,5,58,6.077484756271206,3.244340089006586,0.0,0.28549218486741273,-0.016571772632120323
sp500,5,59,5.521194945217246,3.08974152566451,0.0,0.2904097537753719,0.014982529143002686
sp500,5,60,5.8865024511058595,3.140673714158785,0.0,0.2916489030762155,-0.006582897779762214
sp500,5,61,5.935132286043824,3.24616820013801,0.0,0.2870823003903853,-0.00857348464475761
sp500,5,62,5.94809711005612,3.2310181727244136,0.0,0.2831886322891513,-0.008596645220110747
sp500,5,63,5.760154407058837,3.188475522109833,0.0,0.2856847352544764,0.0019119312767610867
sp500,5,64,6.005918889680485,3.0939029441720884,0.0,0.29290206550862147,-0.013746766429493382
sp500,5,65,5.677363469220657,3.189553011070604,0.0,0.2830091578905947,0.007293699064498524
sp500,5,66,5.385618386168392,2.9744333749155074,0.0,0.29197063320762723,0.022625611134007483
sp500,5,67,5.701772383260366,3.1139301312949756,0.0,0.29852184845352575,0.0029139295726217213
sp500,5,68,5.960639631792278,3.1952706340016412,0.0,0.2825740136639443,-0.009212189767163922
sp500,5,69,5.6639078591101395,3.1819509324211244,0.0,0.28748504225500404,0.007195646874236998
sp500,5,70,5.697593011489582,3.2294877575002006,0.0,0.2874917742329828,0.005222273022856034
sp500,5,71,6.021506456887077,3.1774221898504953,0.0,0.2815173694889825,-0.012566322284167996
sp500,5,72,5.49995987983527,3.1399693207782495,0.0,0.29766541811961694,0.014824771155455888
sp500,5,73,5.901917246440959,3.1912356895052447,0.0,0.2841775748408661,-0.0060873856512399125
sp500,5,74,5.800243544079424,3.127291455310948,0.0,0.2832067581451544,4.811544819688531e-05
