dataset_id,replicate,data_seed,beta_regime,sigma_eta_regime,method,target,target_type,mean,sd,q2.5,median,q97.5,true_value,bias,absolute_error,scaled_absolute_error,covered,interval_width,simulator_calls,runtime_seconds
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,alpha,parameter,-0.3965313287803987,0.21840107267427322,-0.9259316983190081,-0.35769651292105076,-0.11588681499301612,-0.5000000000000004,0.10346867121960174,0.10346867121960174,0.07390619372828695,True,0.810044883325992,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,beta,parameter,0.9568390260050288,0.020602501081412716,0.9105811471356546,0.9603792847983637,0.9874937220748388,0.95,0.0068390260050288365,0.0068390260050288365,0.045899503389455275,True,0.07691257493918413,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,sigma_eta,parameter,0.34878634470603714,0.0958969150400916,0.15328404851195718,0.35716732565174936,0.4891329652618013,0.3,0.048786344706037155,0.048786344706037155,0.10841409934674923,True,0.3358489167498441,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,long_run_log_variance,derived,-9.724093721306366,3.6765716893634965,-16.655700854807264,-9.407325549781568,-3.878270971373613,-10.0,0.2759062786936344,0.2759062786936344,0.02759062786936344,True,12.777429883433651,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,half_life_days,derived,20.94516909373465,14.172250963233996,7.399705953295857,17.14565639785463,55.07663812314154,13.513407333964874,7.431761759769774,7.431761759769774,0.5499546913745901,True,47.676932169845685,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Auto ABC,stationary_log_volatility_variance,derived,1.9245521717147722,1.5875658942956037,0.44093931016231314,1.5437137339694875,6.762117338644919,0.9230769230769228,1.0014752486378495,1.0014752486378495,1.0849315193576707,True,6.321178028482606,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,alpha,parameter,-0.9952848515258851,0.3409628241192898,-1.4643238889993735,-1.0526058848306312,-0.24861351038931923,-0.5000000000000004,-0.49528485152588464,0.49528485152588464,0.35377489394706046,True,1.2157103786100543,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,beta,parameter,0.899503533933683,0.03447748916954765,0.8522528366075599,0.8924129145352985,0.9735907863911725,0.95,-0.05049646606631697,0.05049646606631697,0.3389024568209192,True,0.12133794978361256,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,sigma_eta,parameter,0.27721419332893393,0.1320790636907034,0.05980844272169461,0.28637742360770746,0.49011923318253686,0.3,-0.022785806671066056,0.022785806671066056,0.050635125935702345,True,0.43031079046084225,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,long_run_log_variance,derived,-9.916508628023397,0.3235217569659085,-10.551541664996705,-9.909821149684143,-9.369857633115144,-10.0,0.08349137197660284,0.08349137197660284,0.008349137197660284,True,1.1816840318815611,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,half_life_days,derived,8.241217500628107,6.216147058856264,4.335637315425291,6.089514527921562,25.8982954809104,13.513407333964874,-5.272189833336768,5.272189833336768,0.3901451131488901,True,21.562658165485107,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,Wasserstein ABC,stationary_log_volatility_variance,derived,0.5697074528644808,0.5416772295560759,0.017638796376964323,0.43972048958356397,2.0534247237447887,0.9230769230769228,-0.353369470212442,0.353369470212442,0.382816926063479,True,2.0357859273678245,10000,
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,alpha,parameter,-0.9952759489774032,0.2905201034920144,-1.472824177950959,-1.0158520004503981,-0.35619613497318986,-0.5000000000000004,-0.4952759489774028,0.4952759489774028,0.3537685349838592,True,1.116628042977769,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,beta,parameter,0.907646009293205,0.027049938769793856,0.8586517985192262,0.9066710528494494,0.9619048089150526,0.95,-0.04235399070679491,0.04235399070679491,0.28425497118654297,True,0.10325301039582635,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,sigma_eta,parameter,0.3751937878358846,0.066696799665157,0.23018688226966694,0.37747133877980293,0.48610972149933873,0.3,0.0751937878358846,0.0751937878358846,0.16709730630196576,True,0.2559228392296718,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,long_run_log_variance,derived,-10.928495349495105,1.9844042665313226,-14.685388056639086,-10.747365247301225,-7.854420327227662,-10.0,-0.9284953494951047,0.9284953494951047,0.09284953494951047,True,6.830967729411424,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,half_life_days,derived,8.04487675321618,3.3392452623084434,4.5484546997469,7.074693985630599,17.84631893506293,13.513407333964874,-5.468530580748695,5.468530580748695,0.40467444261847846,True,13.297864235316029,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202604,4,202604,0.95,0.3,ABC-SMC,stationary_log_volatility_variance,derived,0.8309296311807388,0.18133948903223643,0.5308837764009732,0.8224523511926,1.2126738526916094,0.9230769230769228,-0.09214729189618398,0.09214729189618398,0.09982623288753267,True,0.6817900762906363,19258,44.658041599999706
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,alpha,parameter,-0.8446134153661646,0.32323266824453856,-1.4484042059364075,-0.8141706750684361,-0.2586962186210502,-0.5000000000000004,-0.3446134153661642,0.3446134153661642,0.24615243954726015,True,1.1897079873153573,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,beta,parameter,0.9213123267822294,0.02899718524597837,0.8615551994649585,0.9221565040285247,0.9748024644713507,0.95,-0.02868767321777055,0.02868767321777055,0.19253471958235266,True,0.11324726500639215,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,sigma_eta,parameter,0.4190596338686029,0.06463500830147564,0.26920193896238975,0.43399738142688565,0.49645806145500804,0.3,0.11905963386860291,0.11905963386860291,0.2645769641524509,True,0.22725612249261828,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,long_run_log_variance,derived,-10.93231371505744,2.4340253907942393,-15.278324331728824,-10.912230330237081,-6.84022654725352,-10.0,-0.9323137150574397,0.9323137150574397,0.09323137150574397,True,8.438097784475303,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,half_life_days,derived,10.26754636265113,6.080234440989673,4.651490285136175,8.55311444047875,27.160483043880234,13.513407333964874,-3.2458609713137445,3.2458609713137445,0.2401955991628796,True,22.508992758744057,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Manual ABC,stationary_log_volatility_variance,derived,1.280486027159871,0.39610505926394596,0.6701653230874589,1.180517674849994,2.25972986479371,0.9230769230769228,0.35740910408294824,0.35740910408294824,0.3871931960898607,True,1.5895645417062512,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,alpha,parameter,-0.910721345315147,0.3013994280668711,-1.4522596921436006,-0.8988658721112353,-0.36684387051568423,-0.5000000000000004,-0.4107213453151466,0.4107213453151466,0.293372389510819,True,1.0854158216279164,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,beta,parameter,0.9157491048378047,0.023172991569432696,0.8698710074553181,0.9157060872631686,0.9576250513471006,0.95,-0.03425089516219526,0.03425089516219526,0.2298717796120487,True,0.08775404389178254,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,sigma_eta,parameter,0.38058006804665173,0.07992339280271868,0.22767840171528453,0.3881024201959596,0.4952025893263091,0.3,0.08058006804665174,0.08058006804665174,0.17906681788144832,True,0.2675241876110246,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,long_run_log_variance,derived,-10.88380472811404,2.46628822006144,-15.124269177811511,-10.939723465950927,-6.858454991756222,-10.0,-0.8838047281140398,0.8838047281140398,0.08838047281140397,True,8.26581418605529,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,half_life_days,derived,8.648206097540012,3.1548146510527153,4.9719924119163785,7.871320792712347,16.00840085089585,13.513407333964874,-4.865201236424863,4.865201236424863,0.3600277203364222,True,11.036408438979471,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Auto ABC,stationary_log_volatility_variance,derived,0.9646878291702955,0.40362317996004793,0.416259929785027,0.9174455855508332,1.780916195806726,0.9230769230769228,0.0416109060933727,0.0416109060933727,0.045078481601153776,True,1.364656266021699,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,alpha,parameter,-0.9916633046325887,0.34459077662178306,-1.467768497798724,-1.04637329452539,-0.2480743834801482,-0.5000000000000004,-0.4916633046325882,0.4916633046325882,0.351188074737563,True,1.2196941143185758,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,beta,parameter,0.9004663241778366,0.034724128374519776,0.8522528366075599,0.8938397239490616,0.9748657627857173,0.95,-0.04953367582216339,0.04953367582216339,0.3324407773299556,True,0.12261292617815744,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,sigma_eta,parameter,0.27691739608681964,0.13126576568565243,0.061504246937704316,0.28484439560998515,0.49011923318253686,0.3,-0.023082603913180344,0.023082603913180344,0.051294675362622985,True,0.4286149862448325,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,long_run_log_variance,derived,-9.980786339250642,0.3213607297906356,-10.5792036477681,-9.982448727966556,-9.429523790028409,-10.0,0.01921366074935804,0.01921366074935804,0.0019213660749358042,True,1.1496798577396916,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,half_life_days,derived,8.44313707118847,6.72430828229923,4.335637315425291,6.176197047039648,27.22976455331749,13.513407333964874,-5.070270262776404,5.070270262776404,0.37520294752254546,True,22.8941272378922,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,Wasserstein ABC,stationary_log_volatility_variance,derived,0.5783968894087068,0.5592714239347985,0.01777582383493634,0.4427172014507317,2.0943315086146566,0.9230769230769228,-0.344680033668216,0.344680033668216,0.3734033698072341,True,2.0765556847797204,10000,
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,alpha,parameter,-0.8354840000518372,0.2940795197926839,-1.394598948238835,-0.8359725470589439,-0.2539969791785791,-0.5000000000000004,-0.33548400005183676,0.33548400005183676,0.23963142860845485,True,1.1406019690602558,17003,39.08497660000285
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,beta,parameter,0.9234804881299767,0.02534604917213559,0.8678546620665923,0.9243655625689147,0.975211712492372,0.95,-0.026519511870023216,0.026519511870023216,0.1779833011410954,True,0.1073570504257797,17003,39.08497660000285
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,sigma_eta,parameter,0.4330254489360388,0.05286614312961988,0.30721378562528157,0.44400635242899517,0.4973087633640944,0.3,0.1330254489360388,0.1330254489360388,0.29561210874675287,False,0.19009497773881284,17003,39.08497660000285
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,long_run_log_variance,derived,-11.117614888958657,2.486184653658899,-15.458177883703208,-10.952224449208,-7.0740608526555855,-10.0,-1.1176148889586575,1.1176148889586575,0.11176148889586575,True,8.384117031047623,17003,39.08497660000285
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,half_life_days,derived,10.21686001146384,5.682891981413778,4.890582094136971,8.813322911106996,27.614665799965366,13.513407333964874,-3.296547322501034,3.296547322501034,0.2439464186220025,True,22.724083705828395,17003,39.08497660000285
beta_0.95_sigma_0.30_seed_202605,5,202605,0.95,0.3,ABC-SMC,stationary_log_volatility_variance,derived,1.3873334605687835,0.3786372089595354,0.8013524971601915,1.3414724747605382,2.2017911301822415,0.9230769230769228,0.4642565374918607,0.4642565374918607,0.5029445822828492,True,1.40043863302205,17003,39.08497660000285
beta_0.98_sigma_0.15_seed_202601,1,202601,0.98,0.15,Manual ABC,alpha,parameter,-0.8494464412177759,0.33281392078448174,-1.4522596921436006,-0.842270455052855,-0.1993496399197714,-0.20000000000000018,-0.6494464412177757,0.6494464412177757,0.4638903151555541,True,1.2529100522238292,10000,
beta_0.98_sigma_0.15_seed_202601,1,202601,0.98,0.15,Manual ABC,beta,parameter,0.9197401446864458,0.030610110964146616,0.860624375593542,0.9206236864813345,0.9794525704987908,0.98,-0.060259855313554156,0.060259855313554156,0.4044285591513701,False,0.11882819490524876,10000,
beta_0.98_sigma_0.15_seed_202601,1,202601,0.98,0.15,Manual ABC,sigma_eta,parameter,0.3179898783664398,0.07853239622961072,0.17406880072711794,0.32127582485490164,0.46844804477883456,0.15,0.16798987836643983,0.16798987836643983,0.3733108408143107,False,0.2943792440517166,10000,
beta_0.98_sigma_0.15_seed_202601,1,202601,0.98,0.15,Manual ABC,long_run_log_variance,derived,-10.740300347527931,2.1890094702772513,-14.501440742188466,-10.67898071776449,-7.211624028502061,-10.0,-0.7403003475279313,0.7403003475279313,0.07403003475279313,True,7.289816713686405,10000,
beta_0.98_sigma_0.15_seed_202601,1,202601,0.98,0.15,Manual ABC,half_life_days,derived,10.482603788645246,7.3929390716231325,4.6179907460513325,8.381068186864571,33.38623661928483,34.309618491520645,-23.8270147028754,23.8270147028754,0.6944704065643883,False,28.768245873233496,10000,
