alpha,beta,sigma_eta,distance,weight
-0.5411690490667281,0.9516987992415726,0.3984446201656898,3.13755819496343,0.0015685734262941731
-0.6354891123473341,0.9270082082928406,0.47447911427690653,4.547696137553299,0.0016971434639112234
-0.23458832417448933,0.968625928282992,0.2766070232483967,4.145130046514133,0.0029906253892804666
-0.9335839660958092,0.942269183109803,0.49900410121992667,3.3650370316899756,0.002151093465401853
-0.33956445761828535,0.9740854873776066,0.3545924292720342,3.828057919481713,0.0021163756780293364
-0.39628553317662746,0.9536491658305382,0.4754080577972999,2.421463952201498,0.001876759810117931
-0.5417598652955318,0.9583048336625762,0.45628456424255526,3.3481779906843987,0.0016913324519962217
-0.9228061129856517,0.9381444076635503,0.3655767051686876,4.567838895217823,0.0021444404921960743
-0.25401576897134404,0.9810829438234724,0.26626249299548743,3.9705834089857253,0.0033885628718631944
-0.8463646445689283,0.9421443895364648,0.48957626267517224,3.5229084927596914,0.0018981889813577623
-0.6627164339808947,0.9576128603858993,0.43507862183549467,3.2487340649411633,0.0016434229138066589
-0.7374692603985901,0.9379195811365078,0.34405248959600726,4.642849220870016,0.00203009976295119
-1.16372438926157,0.904067836752466,0.4434998368092127,4.310229786116304,0.0025888812540957274
-0.8845569815692513,0.9213158685198977,0.36578585270957775,4.339668791812117,0.002190169239130029
-0.374788871797856,0.9691528278711622,0.40513824916229746,3.8158367022469695,0.0018568771053829208
-0.8313674426172579,0.9401364246020901,0.41043683239998596,3.257715788592321,0.00167886973035222
-0.5475620200694906,0.9453060247923012,0.4146311269628585,4.347440525424018,0.0015250653416159687
-0.3876015070294233,0.9569133703839917,0.376381085264889,3.181102839140116,0.001742052815855682
-0.8457598130801357,0.9360968806589341,0.4790136541108294,4.619564738471535,0.0017834893016180338
-0.33183660529825454,0.9759418409052011,0.29535522390016805,1.5180989439657542,0.002686637255768924
-0.4430153395738563,0.9623468518708415,0.3802073804294116,3.7600606166080532,0.0017342847422356024
-0.38980449849978877,0.961394854592539,0.45209670535709456,3.6499210001164317,0.0018263075903976668
-0.5322566965529574,0.9685183167269379,0.44171965709765304,4.155731553006626,0.0018260104045876963
-0.6387366119181609,0.9485955534914173,0.3952811869620893,4.0703669809685294,0.001578226922297306
-0.34210566682451404,0.9734987129954796,0.43806512921638213,3.953011159406359,0.0020837753038419867
-0.3982552505783773,0.9393532070771363,0.4606996203905724,4.536048404098737,0.0017581837395755728
-0.6814443285102545,0.9417012772257171,0.4619587407170131,4.238416157483577,0.0015901387041607094
-0.49421488569204286,0.9582417279292035,0.4196291456769266,2.9430870222534473,0.0016136000177918444
-0.3660783059924144,0.9649857185661961,0.3600523479591425,4.3892082648184925,0.0019032528463980333
-0.9214687039172943,0.9309583505259077,0.4538957096903002,2.1469538958195735,0.0017800727339754715
-0.6707081915277512,0.9209983083273079,0.4634994660133101,4.313356930131105,0.0017106705089978101
-0.4757393206963354,0.9366436297932668,0.32398328206113813,3.871343271205627,0.002208342065638786
-0.2405801906284392,0.9797777313253826,0.3640528367378925,3.345788956984798,0.002393847800060187
-0.617155740359358,0.927810227328488,0.4895013789371805,3.879842390235019,0.0017965597126732805
-0.4215745266156008,0.9640343424136956,0.4186673329728442,2.6263291305484735,0.0017315318876909341
-0.6948265563219362,0.9449789253466591,0.4699334511475085,1.8856867272693856,0.0016465630968412568
-0.2860215931402914,0.9658144043992576,0.41244236101715537,4.153338821841792,0.0019360604165547036
-0.3758413685355622,0.9594089506306454,0.40983109374276655,4.407048542393531,0.001714377573054652
-0.7982305823364395,0.9422405663109662,0.440106262468373,4.550045763432861,0.001620669936631986
-0.3766560576740726,0.9622457243124861,0.44100683213666997,3.7737938877243926,0.0018065079536952857
-0.29413208850645906,0.9651220468612055,0.31265609313010073,3.118186497299177,0.0023550419323061507
-0.42054063131398095,0.9623932419335426,0.4688751595355079,2.6669598589518446,0.001910992828413195
-0.21541951648071098,0.9829728228252529,0.2881817958478284,3.5287622394232425,0.003160170164574538
